txn_id,from_account,to_account,amount,timestamp,txn_type,channel,location,kyc_risk,company
T1688,A0442,A0767,152656.3,2025-04-23T14:59:00,PAYMENT,CASH,Bangalore,0.19,XYZ Pvt Ltd
T1689,A1497,A0596,152465.78,2025-02-01T14:42:00,PAYMENT,CASH,Mumbai,0.67,XYZ Pvt Ltd
T1690,A1440,A0857,52939.91,2025-02-02T15:29:00,PAYMENT,UPI,Bangalore,0.37,LMN Ltd
T1691,A0058,A1365,45856.51,2025-01-25T12:29:00,DEPOSIT,UPI,Delhi,0.78,LMN Ltd
T1692,A1461,A1093,131426.08,2025-03-27T19:37:00,PAYMENT,UPI,Delhi,0.92,-
T1693,A0740,A0443,248400.45,2025-04-27T20:05:00,WITHDRAWAL,IMPS,Mumbai,0.81,XYZ Pvt Ltd
T1694,A0318,A0878,116851.15,2025-02-28T10:13:00,WITHDRAWAL,UPI,Delhi,0.24,ABC Corp
T1695,A1451,A1166,244513.25,2025-05-13T16:58:00,WITHDRAWAL,NEFT,Bangalore,0.14,ABC Corp
T1696,A1048,A0988,246648.62,2025-01-30T09:37:00,WITHDRAWAL,IMPS,Mumbai,0.44,XYZ Pvt Ltd
T1697,A0129,A0931,79937.84,2025-02-07T18:15:00,TRANSFER,CASH,Hyderabad,0.19,XYZ Pvt Ltd
T1698,A1379,A0806,183478.79,2025-05-14T20:41:00,WITHDRAWAL,CASH,Chennai,0.76,LMN Ltd
T1699,A0387,A1483,179185.89,2025-03-19T05:00:00,DEPOSIT,NEFT,Chennai,0.76,-
T1700,A0485,A1065,161318.26,2025-02-28T20:15:00,WITHDRAWAL,IMPS,Delhi,0.34,ABC Corp
T1701,A0262,A1417,226237.11,2025-01-05T05:27:00,DEPOSIT,NEFT,Chennai,0.98,-
T1702,A1157,A0203,49433.78,2025-02-12T11:06:00,DEPOSIT,NEFT,Bangalore,0.6,XYZ Pvt Ltd
T1703,A0355,A1302,157701.34,2025-04-07T20:39:00,DEPOSIT,RTGS,Bangalore,0.56,-
T1704,A1473,A0757,106348.59,2025-03-06T20:03:00,WITHDRAWAL,UPI,Mumbai,0.88,ABC Corp
T1705,A0058,A0562,191051.83,2025-04-03T12:25:00,DEPOSIT,IMPS,Mumbai,0.76,LMN Ltd
T1706,A1075,A0378,48142.55,2025-05-03T05:42:00,TRANSFER,UPI,Hyderabad,0.23,ABC Corp
T1707,A0702,A0421,31538.19,2025-03-13T18:08:00,PAYMENT,UPI,Delhi,1.0,ABC Corp
T1708,A0288,A1308,1635.5,2025-03-22T21:13:00,DEPOSIT,RTGS,Hyderabad,0.55,LMN Ltd
T1709,A0509,A1199,204848.22,2025-02-01T13:09:00,TRANSFER,CASH,Mumbai,0.59,XYZ Pvt Ltd
T1710,A0656,A0437,271511.47,2025-05-03T22:41:00,PAYMENT,IMPS,Delhi,0.31,LMN Ltd
T1711,A1181,A1083,28079.79,2025-03-11T10:38:00,TRANSFER,IMPS,Bangalore,0.81,-
T1712,A1331,A0528,99573.04,2025-02-11T04:43:00,WITHDRAWAL,CASH,Bangalore,0.83,XYZ Pvt Ltd
T1713,A1203,A0532,153092.86,2025-04-08T14:41:00,TRANSFER,CASH,Mumbai,0.59,ABC Corp
T1714,A1061,A0914,129025.48,2025-03-02T18:48:00,PAYMENT,RTGS,Bangalore,0.56,ABC Corp
T1715,A1079,A0728,205175.09,2025-05-18T00:19:00,PAYMENT,CASH,Bangalore,0.46,ABC Corp
T1716,A0927,A0495,92817.64,2025-04-08T10:33:00,PAYMENT,RTGS,Delhi,0.02,-
T1717,A0454,A1485,204109.11,2025-04-10T11:49:00,PAYMENT,IMPS,Chennai,0.24,ABC Corp
T1718,A0554,A0120,105688.66,2025-01-31T15:02:00,WITHDRAWAL,CASH,Chennai,0.92,LMN Ltd
T1719,A1061,A0850,203867.65,2025-02-05T04:27:00,PAYMENT,RTGS,Delhi,0.31,-
T1720,A0718,A0448,230993.99,2025-04-16T09:08:00,DEPOSIT,IMPS,Delhi,0.56,LMN Ltd
T1721,A0940,A0486,292691.07,2025-02-19T18:09:00,TRANSFER,UPI,Mumbai,0.22,XYZ Pvt Ltd
T1722,A1024,A0499,252256.04,2025-05-10T04:07:00,WITHDRAWAL,IMPS,Delhi,0.64,ABC Corp
T1723,A1017,A1092,142941.77,2025-03-14T06:35:00,PAYMENT,RTGS,Delhi,0.77,ABC Corp
T1724,A1054,A1025,104843.28,2025-02-02T21:30:00,TRANSFER,IMPS,Hyderabad,0.99,LMN Ltd
T1725,A0123,A1489,152247.76,2025-05-08T03:07:00,WITHDRAWAL,UPI,Delhi,0.1,XYZ Pvt Ltd
T1726,A1239,A0032,249356.58,2025-04-16T22:19:00,PAYMENT,UPI,Hyderabad,0.79,ABC Corp
T1727,A0817,A0802,291329.3,2025-02-28T07:40:00,WITHDRAWAL,NEFT,Chennai,0.45,XYZ Pvt Ltd
T1728,A1017,A1386,78895.01,2025-04-17T23:09:00,WITHDRAWAL,RTGS,Bangalore,0.35,ABC Corp
T1729,A0239,A0062,146092.9,2025-01-08T23:30:00,WITHDRAWAL,UPI,Bangalore,0.29,ABC Corp
T1730,A0768,A0865,273692.49,2025-04-06T03:11:00,WITHDRAWAL,UPI,Bangalore,0.05,-
T1731,A0940,A1348,184502.72,2025-05-02T08:50:00,DEPOSIT,IMPS,Chennai,0.64,XYZ Pvt Ltd
T1732,A0010,A0999,163913.9,2025-02-11T08:56:00,TRANSFER,CASH,Hyderabad,0.61,XYZ Pvt Ltd
T1733,A0235,A1395,134716.83,2025-04-14T21:45:00,DEPOSIT,RTGS,Delhi,0.2,ABC Corp
T1734,A1383,A0688,231735.56,2025-03-15T04:49:00,PAYMENT,IMPS,Chennai,0.86,ABC Corp
T1735,A0121,A0297,150004.86,2025-02-18T21:13:00,WITHDRAWAL,CASH,Mumbai,0.06,LMN Ltd
T1736,A1468,A0192,258203.97,2025-01-02T17:33:00,PAYMENT,UPI,Bangalore,0.03,-
T1737,A0648,A1265,27329.5,2025-03-17T03:18:00,DEPOSIT,RTGS,Bangalore,0.55,XYZ Pvt Ltd
T1738,A0377,A0637,113137.27,2025-02-01T10:28:00,DEPOSIT,UPI,Hyderabad,0.43,LMN Ltd
T1739,A0779,A1089,25186.01,2025-03-11T14:00:00,DEPOSIT,RTGS,Delhi,0.85,XYZ Pvt Ltd
T1740,A1053,A1482,14382.31,2025-04-09T03:46:00,PAYMENT,RTGS,Bangalore,0.85,LMN Ltd
T1741,A0155,A1200,176166.56,2025-03-24T06:23:00,DEPOSIT,IMPS,Hyderabad,0.92,ABC Corp
T1742,A0994,A0722,275966.42,2025-03-03T07:31:00,PAYMENT,IMPS,Delhi,0.34,ABC Corp
T1743,A0765,A0222,290353.08,2025-01-18T09:59:00,WITHDRAWAL,UPI,Chennai,0.87,LMN Ltd
T1744,A0234,A0531,48649.03,2025-04-06T22:35:00,TRANSFER,IMPS,Delhi,0.82,XYZ Pvt Ltd
T1745,A0739,A0620,198102.25,2025-02-25T20:29:00,WITHDRAWAL,UPI,Chennai,0.59,-
T1746,A0289,A1447,90618.13,2025-05-01T13:19:00,DEPOSIT,CASH,Chennai,0.33,XYZ Pvt Ltd
T1747,A0508,A0013,250260.7,2025-02-23T19:53:00,WITHDRAWAL,NEFT,Hyderabad,0.32,ABC Corp
T1748,A1109,A0430,230034.47,2025-04-17T14:20:00,PAYMENT,CASH,Delhi,0.66,-
T1749,A1011,A1049,63593.41,2025-01-07T06:23:00,WITHDRAWAL,UPI,Delhi,0.12,-
T1750,A0506,A1394,286087.39,2025-05-15T02:11:00,WITHDRAWAL,RTGS,Mumbai,0.54,ABC Corp
T1751,A1285,A0854,177960.97,2025-01-18T09:10:00,WITHDRAWAL,CASH,Delhi,0.55,-
T1752,A0878,A0179,231771.47,2025-03-21T16:14:00,WITHDRAWAL,IMPS,Mumbai,0.25,LMN Ltd
T1753,A1343,A0136,117772.62,2025-02-28T10:35:00,PAYMENT,RTGS,Bangalore,0.05,XYZ Pvt Ltd
T1754,A0702,A1404,162493.41,2025-05-02T13:47:00,PAYMENT,UPI,Delhi,0.59,LMN Ltd
T1755,A1309,A1219,247070.11,2025-02-26T15:20:00,PAYMENT,NEFT,Mumbai,0.6,LMN Ltd
T1756,A1302,A0484,93116.27,2025-02-18T22:54:00,PAYMENT,CASH,Chennai,0.56,LMN Ltd
T1757,A1380,A0175,22743.36,2025-04-21T19:15:00,TRANSFER,NEFT,Bangalore,0.44,-
T1758,A0784,A1169,162876.29,2025-03-21T05:11:00,TRANSFER,NEFT,Chennai,0.66,-
T1759,A1284,A0990,139271.94,2025-04-02T02:17:00,WITHDRAWAL,IMPS,Hyderabad,0.01,ABC Corp
T1760,A0377,A0010,250545.15,2025-05-19T06:15:00,DEPOSIT,UPI,Bangalore,0.81,XYZ Pvt Ltd
T1761,A1418,A0408,251606.01,2025-01-31T14:00:00,PAYMENT,UPI,Mumbai,0.48,ABC Corp
T1762,A1044,A0049,211013.91,2025-05-12T04:17:00,DEPOSIT,CASH,Hyderabad,0.63,LMN Ltd
T1763,A0263,A0977,296551.99,2025-01-19T16:34:00,DEPOSIT,IMPS,Chennai,0.08,ABC Corp
T1764,A1146,A1353,70567.67,2025-01-16T04:06:00,TRANSFER,UPI,Chennai,0.9,-
T1765,A1149,A0688,172279.35,2025-05-04T13:12:00,WITHDRAWAL,RTGS,Chennai,0.96,ABC Corp
T1766,A1065,A1136,217060.8,2025-02-06T00:57:00,PAYMENT,UPI,Mumbai,0.83,XYZ Pvt Ltd
T1767,A1436,A0750,47242.63,2025-04-16T06:31:00,TRANSFER,CASH,Chennai,0.88,LMN Ltd
T1768,A0802,A1308,213135.43,2025-02-14T12:04:00,WITHDRAWAL,CASH,Mumbai,0.57,LMN Ltd
T1769,A1298,A1096,82871.38,2025-03-17T15:55:00,DEPOSIT,IMPS,Delhi,0.03,ABC Corp
T1770,A0169,A1246,192600.24,2025-03-09T21:57:00,DEPOSIT,IMPS,Chennai,0.22,-
T1771,A0949,A1120,201030.64,2025-03-17T20:04:00,DEPOSIT,UPI,Mumbai,0.21,XYZ Pvt Ltd
T1772,A0630,A1331,154633.25,2025-03-08T04:08:00,WITHDRAWAL,IMPS,Mumbai,0.56,LMN Ltd
T1773,A0352,A0079,175887.13,2025-02-18T04:54:00,DEPOSIT,CASH,Chennai,0.41,ABC Corp
T1774,A0183,A1402,45074.45,2025-02-22T22:17:00,TRANSFER,CASH,Mumbai,0.55,XYZ Pvt Ltd
T1775,A0687,A0014,126187.49,2025-02-10T23:27:00,WITHDRAWAL,NEFT,Delhi,0.91,ABC Corp
T1776,A0038,A0898,136648.33,2025-01-11T11:14:00,PAYMENT,CASH,Mumbai,0.33,-
T1777,A1242,A0018,112888.71,2025-05-04T07:24:00,TRANSFER,CASH,Bangalore,0.11,ABC Corp
T1778,A0440,A1435,131919.34,2025-05-14T05:06:00,TRANSFER,NEFT,Bangalore,0.53,LMN Ltd
T1779,A1135,A0872,203784.94,2025-03-11T20:57:00,DEPOSIT,IMPS,Delhi,0.34,LMN Ltd
T1780,A0967,A1357,203370.7,2025-02-13T08:45:00,WITHDRAWAL,CASH,Chennai,0.87,LMN Ltd
T1781,A0837,A1410,37394.33,2025-02-07T08:09:00,DEPOSIT,IMPS,Delhi,0.78,LMN Ltd
T1782,A1029,A0009,248711.47,2025-03-26T23:27:00,DEPOSIT,IMPS,Delhi,0.15,XYZ Pvt Ltd
T1783,A1074,A1348,188611.33,2025-01-29T02:02:00,TRANSFER,UPI,Hyderabad,0.93,-
T1784,A0706,A1409,137178.01,2025-03-08T18:29:00,PAYMENT,RTGS,Mumbai,0.9,XYZ Pvt Ltd
T1785,A1221,A0075,227252.32,2025-04-19T07:24:00,DEPOSIT,CASH,Bangalore,0.31,XYZ Pvt Ltd
T1786,A0260,A0607,118084.99,2025-01-12T04:33:00,DEPOSIT,NEFT,Bangalore,0.24,ABC Corp
T1787,A1449,A1083,102533.53,2025-05-11T00:46:00,TRANSFER,NEFT,Bangalore,0.98,ABC Corp
T1788,A0294,A1064,181958.38,2025-03-10T03:28:00,DEPOSIT,UPI,Delhi,0.3,XYZ Pvt Ltd
T1789,A1392,A0276,218953.57,2025-01-04T22:26:00,TRANSFER,CASH,Chennai,0.76,-
T1790,A0113,A1085,190539.05,2025-03-07T09:17:00,WITHDRAWAL,NEFT,Bangalore,0.31,LMN Ltd
T1791,A0083,A0257,84513.9,2025-05-04T00:47:00,PAYMENT,CASH,Hyderabad,0.6,ABC Corp
T1792,A1005,A1459,144959.32,2025-05-03T17:46:00,PAYMENT,NEFT,Delhi,0.28,LMN Ltd
T1793,A0499,A1314,35337.02,2025-01-01T23:17:00,TRANSFER,UPI,Bangalore,0.46,ABC Corp
T1794,A1266,A0833,219846.24,2025-03-13T07:06:00,TRANSFER,RTGS,Mumbai,0.51,-
T1795,A1500,A0932,99662.34,2025-02-03T06:21:00,TRANSFER,NEFT,Mumbai,0.35,XYZ Pvt Ltd
T1796,A1085,A1293,219804.52,2025-01-29T09:55:00,DEPOSIT,NEFT,Mumbai,0.67,LMN Ltd
T1797,A0490,A0509,249373.33,2025-03-19T05:03:00,DEPOSIT,NEFT,Delhi,0.41,XYZ Pvt Ltd
T1798,A0321,A0020,154916.11,2025-04-05T12:26:00,DEPOSIT,CASH,Bangalore,0.79,ABC Corp
T1799,A0812,A1264,243565.03,2025-04-27T03:30:00,PAYMENT,NEFT,Hyderabad,0.49,-
T1800,A0955,A1407,224435.39,2025-02-09T11:46:00,WITHDRAWAL,NEFT,Delhi,0.9,XYZ Pvt Ltd
T1801,A0091,A1482,124137.9,2025-01-10T11:34:00,PAYMENT,RTGS,Mumbai,0.4,-
T1802,A0384,A0996,281377.73,2025-05-17T04:01:00,DEPOSIT,NEFT,Mumbai,0.62,ABC Corp
T1803,A0967,A0411,211633.57,2025-05-14T13:04:00,DEPOSIT,UPI,Mumbai,0.96,-
T1804,A1080,A0398,192926.7,2025-03-27T03:41:00,PAYMENT,IMPS,Hyderabad,0.06,LMN Ltd
T1805,A1116,A0240,120665.69,2025-03-15T21:15:00,DEPOSIT,UPI,Mumbai,0.84,LMN Ltd
T1806,A1020,A0495,248866.83,2025-05-06T14:38:00,TRANSFER,CASH,Mumbai,0.68,LMN Ltd
T1807,A0861,A0677,155492.42,2025-03-28T22:47:00,DEPOSIT,UPI,Mumbai,0.7,ABC Corp
T1808,A0142,A1138,42161.3,2025-03-03T04:33:00,DEPOSIT,NEFT,Delhi,0.35,-
T1809,A0528,A0550,185186.07,2025-03-29T17:17:00,WITHDRAWAL,CASH,Delhi,0.47,-
T1810,A1313,A0757,63275.42,2025-03-11T20:05:00,TRANSFER,UPI,Chennai,0.5,XYZ Pvt Ltd
T1811,A0546,A0572,48312.33,2025-05-12T15:17:00,TRANSFER,RTGS,Chennai,0.15,XYZ Pvt Ltd
T1812,A0527,A1303,266170.82,2025-01-23T08:26:00,TRANSFER,CASH,Hyderabad,0.75,-
T1813,A0316,A1353,105514.29,2025-03-14T07:32:00,DEPOSIT,RTGS,Hyderabad,0.67,LMN Ltd
T1814,A1150,A0534,104199.03,2025-04-07T20:11:00,PAYMENT,CASH,Mumbai,0.1,LMN Ltd
T1815,A1424,A1376,164946.12,2025-02-24T01:42:00,TRANSFER,CASH,Mumbai,0.45,ABC Corp
T1816,A0814,A0115,143677.65,2025-03-16T16:41:00,DEPOSIT,RTGS,Chennai,0.74,XYZ Pvt Ltd
T1817,A1003,A1445,105654.26,2025-02-19T21:25:00,DEPOSIT,CASH,Chennai,0.34,ABC Corp
T1818,A0362,A1381,20121.28,2025-05-18T03:24:00,WITHDRAWAL,NEFT,Bangalore,0.67,XYZ Pvt Ltd
T1819,A1316,A0773,262029.97,2025-04-30T03:58:00,DEPOSIT,IMPS,Mumbai,0.29,ABC Corp
T1820,A1005,A0392,191003.29,2025-02-03T06:04:00,TRANSFER,IMPS,Bangalore,0.63,LMN Ltd
T1821,A0088,A0792,149678.14,2025-05-17T18:54:00,PAYMENT,UPI,Bangalore,0.61,LMN Ltd
T1822,A1054,A0593,204696.72,2025-02-20T04:24:00,DEPOSIT,CASH,Delhi,0.7,XYZ Pvt Ltd
T1823,A1087,A1232,246603.21,2025-03-15T05:31:00,PAYMENT,IMPS,Mumbai,0.72,LMN Ltd
T1824,A1358,A1430,188980.65,2025-04-27T06:45:00,DEPOSIT,UPI,Bangalore,0.39,LMN Ltd
T1825,A0827,A0104,36080.43,2025-01-08T22:07:00,PAYMENT,UPI,Chennai,0.65,ABC Corp
T1826,A0075,A0430,295573.33,2025-03-05T22:18:00,PAYMENT,IMPS,Hyderabad,0.75,LMN Ltd
T1827,A0043,A0790,173556.78,2025-04-07T12:57:00,TRANSFER,UPI,Hyderabad,0.79,LMN Ltd
T1828,A0254,A1383,209518.85,2025-03-09T21:53:00,TRANSFER,RTGS,Chennai,0.06,LMN Ltd
T1829,A0417,A0276,189520.83,2025-02-02T17:46:00,TRANSFER,NEFT,Delhi,0.27,ABC Corp
T1830,A1300,A1313,72542.53,2025-04-28T08:37:00,WITHDRAWAL,CASH,Hyderabad,0.07,ABC Corp
T1831,A0774,A0510,218186.44,2025-04-26T04:38:00,PAYMENT,NEFT,Bangalore,0.17,-
T1832,A0308,A0807,232264.09,2025-05-13T22:20:00,WITHDRAWAL,CASH,Chennai,0.3,LMN Ltd
T1833,A0015,A1138,76797.17,2025-03-14T04:24:00,WITHDRAWAL,IMPS,Hyderabad,0.15,XYZ Pvt Ltd
T1834,A0621,A0418,47698.86,2025-03-30T11:05:00,WITHDRAWAL,NEFT,Delhi,0.93,XYZ Pvt Ltd
T1835,A0261,A0108,20163.11,2025-02-19T08:48:00,TRANSFER,UPI,Hyderabad,0.02,XYZ Pvt Ltd
T1836,A0061,A1356,189183.14,2025-03-06T03:49:00,WITHDRAWAL,CASH,Delhi,0.72,-
T1837,A0075,A0149,260675.82,2025-02-03T19:21:00,TRANSFER,NEFT,Chennai,0.24,-
T1838,A1353,A0602,211942.19,2025-01-16T06:30:00,DEPOSIT,NEFT,Delhi,0.29,LMN Ltd
T1839,A0381,A0398,223079.33,2025-05-09T04:29:00,DEPOSIT,RTGS,Chennai,0.02,-
T1840,A0587,A0435,257047.68,2025-02-20T06:26:00,PAYMENT,UPI,Mumbai,0.68,XYZ Pvt Ltd
T1841,A0694,A0807,84851.57,2025-01-04T19:50:00,TRANSFER,RTGS,Hyderabad,0.65,XYZ Pvt Ltd
T1842,A1141,A0702,210002.95,2025-01-02T01:55:00,DEPOSIT,IMPS,Hyderabad,0.75,-
T1843,A0105,A1251,192795.33,2025-01-09T06:58:00,WITHDRAWAL,NEFT,Hyderabad,0.83,ABC Corp
T1844,A0099,A1055,99323.31,2025-03-08T13:44:00,PAYMENT,RTGS,Chennai,0.51,LMN Ltd
T1845,A1176,A0996,43870.44,2025-01-26T21:41:00,PAYMENT,CASH,Mumbai,0.18,LMN Ltd
T1846,A0347,A0406,166334.24,2025-05-07T20:04:00,PAYMENT,RTGS,Delhi,0.71,LMN Ltd
T1847,A0847,A0792,148991.46,2025-04-11T09:49:00,PAYMENT,CASH,Hyderabad,0.04,LMN Ltd
T1848,A0568,A0261,73484.7,2025-04-04T20:53:00,WITHDRAWAL,CASH,Hyderabad,0.83,XYZ Pvt Ltd
T1849,A1459,A0848,32036.07,2025-02-18T09:25:00,PAYMENT,CASH,Delhi,0.93,LMN Ltd
T1850,A1424,A1074,35073.44,2025-03-23T11:31:00,TRANSFER,RTGS,Bangalore,0.98,-
T1851,A0689,A1133,123043.48,2025-02-13T14:03:00,DEPOSIT,RTGS,Delhi,0.68,-
T1852,A0971,A0989,230190.38,2025-02-16T14:08:00,DEPOSIT,CASH,Chennai,0.74,LMN Ltd
T1853,A0650,A0238,292122.63,2025-02-16T13:31:00,DEPOSIT,IMPS,Mumbai,0.35,-
T1854,A1484,A0005,211765.61,2025-04-23T07:51:00,DEPOSIT,CASH,Mumbai,0.12,LMN Ltd
T1855,A0431,A1479,263744.69,2025-03-22T20:58:00,DEPOSIT,NEFT,Hyderabad,0.05,XYZ Pvt Ltd
T1856,A0756,A0231,97316.24,2025-05-19T12:36:00,DEPOSIT,RTGS,Delhi,0.06,LMN Ltd
T1857,A1469,A1303,76162.28,2025-01-12T21:56:00,WITHDRAWAL,CASH,Mumbai,0.65,XYZ Pvt Ltd
T1858,A0318,A0749,115637.65,2025-01-17T21:45:00,DEPOSIT,UPI,Hyderabad,0.05,ABC Corp
T1859,A0121,A1308,262986.15,2025-01-06T19:29:00,DEPOSIT,IMPS,Delhi,0.25,-
T1860,A1004,A0878,286173.61,2025-04-28T19:41:00,TRANSFER,CASH,Chennai,0.83,ABC Corp
T1861,A1356,A1480,258334.9,2025-03-26T05:13:00,TRANSFER,UPI,Mumbai,0.42,-
T1862,A1347,A0879,241464.44,2025-03-24T15:52:00,DEPOSIT,CASH,Delhi,0.79,ABC Corp
T1863,A0145,A1031,215538.0,2025-01-19T05:25:00,PAYMENT,UPI,Mumbai,0.59,LMN Ltd
T1864,A0930,A1129,135963.58,2025-05-03T19:47:00,WITHDRAWAL,NEFT,Chennai,0.32,ABC Corp
T1865,A0498,A1150,114802.79,2025-01-07T12:44:00,DEPOSIT,IMPS,Chennai,0.36,XYZ Pvt Ltd
T1866,A0185,A0427,157687.91,2025-02-26T00:54:00,DEPOSIT,UPI,Chennai,0.54,-
T1867,A0433,A1400,57471.67,2025-03-30T05:14:00,TRANSFER,CASH,Hyderabad,0.25,XYZ Pvt Ltd
T1868,A0074,A0094,161662.75,2025-01-17T19:23:00,WITHDRAWAL,IMPS,Chennai,0.8,-
T1869,A0469,A0762,206544.61,2025-02-08T04:50:00,PAYMENT,RTGS,Delhi,0.25,XYZ Pvt Ltd
T1870,A1499,A0343,282644.22,2025-04-01T12:31:00,PAYMENT,UPI,Delhi,0.42,ABC Corp
T1871,A1390,A0927,60084.26,2025-03-12T14:43:00,TRANSFER,UPI,Bangalore,0.29,LMN Ltd
T1872,A1226,A1325,105578.35,2025-02-04T06:54:00,PAYMENT,NEFT,Delhi,0.07,ABC Corp
T1873,A1486,A1041,91713.77,2025-04-11T15:57:00,DEPOSIT,RTGS,Hyderabad,0.75,LMN Ltd
T1874,A1300,A0274,147998.49,2025-03-24T19:13:00,PAYMENT,NEFT,Mumbai,0.61,ABC Corp
T1875,A1297,A0688,193867.72,2025-03-16T01:00:00,PAYMENT,CASH,Hyderabad,0.59,-
T1876,A0580,A0336,287114.44,2025-04-17T14:00:00,WITHDRAWAL,RTGS,Delhi,0.81,-
T1877,A0175,A0485,215755.71,2025-04-20T11:06:00,PAYMENT,IMPS,Mumbai,0.55,ABC Corp
T1878,A1172,A1024,18884.66,2025-03-14T03:56:00,PAYMENT,UPI,Chennai,0.11,XYZ Pvt Ltd
T1879,A0543,A0391,270709.36,2025-05-09T13:56:00,PAYMENT,IMPS,Hyderabad,0.7,XYZ Pvt Ltd
T1880,A0116,A0365,65269.31,2025-04-08T04:40:00,TRANSFER,RTGS,Bangalore,0.52,LMN Ltd
T1881,A0019,A1244,51932.56,2025-05-14T02:41:00,WITHDRAWAL,IMPS,Chennai,0.73,LMN Ltd
T1882,A0455,A0729,93700.12,2025-01-05T15:42:00,WITHDRAWAL,IMPS,Mumbai,0.96,LMN Ltd
T1883,A0170,A0652,49695.36,2025-05-07T08:41:00,PAYMENT,NEFT,Hyderabad,0.18,-
T1884,A0209,A1100,165066.54,2025-04-05T19:56:00,DEPOSIT,IMPS,Chennai,0.82,-
T1885,A0396,A0027,276588.5,2025-03-29T05:19:00,DEPOSIT,RTGS,Bangalore,0.6,LMN Ltd
T1886,A0322,A0766,34044.69,2025-02-28T19:30:00,PAYMENT,RTGS,Chennai,0.42,XYZ Pvt Ltd
T1887,A0618,A0473,244329.65,2025-02-12T03:41:00,WITHDRAWAL,CASH,Bangalore,0.66,XYZ Pvt Ltd
T1888,A0276,A1154,159448.69,2025-03-29T03:00:00,TRANSFER,UPI,Hyderabad,0.56,ABC Corp
T1889,A1253,A1096,91315.26,2025-02-19T13:55:00,DEPOSIT,NEFT,Mumbai,0.28,XYZ Pvt Ltd
T1890,A0885,A0687,31514.36,2025-03-05T12:51:00,WITHDRAWAL,NEFT,Hyderabad,0.4,LMN Ltd
T1891,A0898,A0319,72964.88,2025-05-04T23:57:00,TRANSFER,CASH,Bangalore,0.83,ABC Corp
T1892,A0548,A0988,262240.04,2025-04-29T16:20:00,DEPOSIT,NEFT,Mumbai,0.02,LMN Ltd
T1893,A0808,A1494,169982.18,2025-04-15T01:21:00,TRANSFER,CASH,Hyderabad,0.11,-
T1894,A0974,A0472,76230.15,2025-02-15T19:27:00,DEPOSIT,RTGS,Chennai,0.74,ABC Corp
T1895,A1380,A1150,137509.94,2025-05-11T21:34:00,DEPOSIT,RTGS,Chennai,0.16,-
T1896,A0827,A0276,282025.52,2025-04-18T07:12:00,PAYMENT,IMPS,Delhi,0.37,ABC Corp
T1897,A0439,A0776,3524.34,2025-02-24T13:14:00,TRANSFER,CASH,Mumbai,0.73,LMN Ltd
T1898,A1132,A0263,148279.69,2025-05-15T22:44:00,TRANSFER,NEFT,Chennai,0.36,LMN Ltd
T1899,A0765,A0767,85480.11,2025-04-30T12:58:00,TRANSFER,CASH,Delhi,0.61,ABC Corp
T1900,A0682,A0493,274896.88,2025-01-10T05:38:00,PAYMENT,UPI,Mumbai,0.24,LMN Ltd
T1901,A0059,A0799,61943.75,2025-03-17T19:58:00,WITHDRAWAL,UPI,Hyderabad,0.11,XYZ Pvt Ltd
T1902,A1337,A0592,138938.19,2025-02-14T14:27:00,TRANSFER,UPI,Hyderabad,0.03,LMN Ltd
T1903,A0901,A1157,138003.43,2025-01-11T00:21:00,PAYMENT,NEFT,Mumbai,0.59,LMN Ltd
T1904,A1381,A1375,249767.27,2025-01-25T19:04:00,PAYMENT,UPI,Bangalore,0.08,ABC Corp
T1905,A0447,A0977,111885.01,2025-01-15T03:34:00,WITHDRAWAL,UPI,Chennai,0.65,XYZ Pvt Ltd
T1906,A0761,A0970,228874.69,2025-05-05T21:51:00,DEPOSIT,NEFT,Hyderabad,0.93,XYZ Pvt Ltd
T1907,A0972,A1305,290967.92,2025-01-01T09:16:00,WITHDRAWAL,CASH,Mumbai,0.29,-
T1908,A0382,A1292,60763.59,2025-02-27T10:32:00,PAYMENT,UPI,Delhi,0.84,XYZ Pvt Ltd
T1909,A1306,A0928,113191.14,2025-02-02T14:26:00,TRANSFER,RTGS,Bangalore,0.22,XYZ Pvt Ltd
T1910,A0073,A1422,153780.88,2025-01-10T02:36:00,DEPOSIT,IMPS,Hyderabad,0.97,ABC Corp
T1911,A0420,A0986,14093.25,2025-01-22T08:35:00,DEPOSIT,CASH,Chennai,0.55,LMN Ltd
T1912,A1104,A1468,128837.84,2025-01-01T02:04:00,WITHDRAWAL,CASH,Chennai,0.21,-
T1913,A0266,A0993,116100.8,2025-01-28T14:17:00,DEPOSIT,IMPS,Bangalore,0.67,XYZ Pvt Ltd
T1914,A1127,A0238,258096.52,2025-03-15T08:07:00,TRANSFER,UPI,Chennai,0.55,XYZ Pvt Ltd
T1915,A1235,A0007,138170.61,2025-04-13T06:15:00,DEPOSIT,CASH,Chennai,0.34,-
T1916,A0493,A0178,268966.27,2025-04-06T06:12:00,DEPOSIT,CASH,Hyderabad,0.44,XYZ Pvt Ltd
T1917,A0839,A1360,57782.23,2025-03-05T05:52:00,DEPOSIT,RTGS,Mumbai,0.9,LMN Ltd
T1918,A0099,A0617,27177.41,2025-01-26T11:07:00,TRANSFER,CASH,Mumbai,0.15,LMN Ltd
T1919,A0655,A0668,147359.11,2025-02-03T17:59:00,DEPOSIT,NEFT,Delhi,0.22,-
